Year,Region,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Economic_Impact_Million_USD,Decade,Total_Chemical_Use_KG_per_HA,Yield_per_Chemical_Input,Has_Adaptation,High_Extreme_Weather_Risk,Country_Australia,Country_Brazil,Country_Canada,Country_China,Country_France,Country_India,Country_Nigeria,Country_Russia,Country_USA,Crop_Type_Coffee,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Fruits,Crop_Type_Rice,Crop_Type_Soybeans,Crop_Type_Sugarcane,Crop_Type_Vegetables,Crop_Type_Wheat,Adaptation_Strategies_Drought-resistant Crops,Adaptation_Strategies_No Adaptation,Adaptation_Strategies_Organic Farming,Adaptation_Strategies_Water Management,Temperature_Category_Medium,Temperature_Category_High
2010,29,0.48914307713870486,0.8486534856148844,-0.766866111369614,2.82,3,-0.5913852648806194,0.3004964508524097,1.0427279036286234,-0.2466605320972274,1222.94,2010,1.072958232561831,-0.2871998011625869,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2002,14,0.4341998490013188,-1.7196448911484925,0.15873711040833743,2.628,5,-0.780710658372421,-0.5759557002742677,0.7863675844980288,0.3881540720036583,317.95,2000,0.4452769106984872,-0.22229718282940777,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
1996,24,1.0891580129882514,0.07720245390867232,1.317196488608415,3.285,1,1.283782707650985,0.2866940547716747,-0.771648322392121,1.5597385909605204,1492.19,1990,-0.5632060904807534,0.2788520967673128,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2021,21,-1.378926679532413,0.6367218495294098,-0.8867870319270091,1.48,4,-0.8642139315181955,1.212144711984962,1.2360430899295476,1.1720164107647366,432.78,2020,1.659962300266533,-0.5402861353852563,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2011,27,0.04436456364558146,-0.22156400845097984,-0.38847485718365904,2.08,6,0.921678652212397,0.016167091589267303,0.6125580746526937,-0.48880120402026433,933.72,2010,0.5576087125673509,-0.34744940489895837,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1999,11,0.2946614918270058,-1.285942823210855,-0.9263725785187705,4.53,3,-0.8434343151593392,-1.6125156459374719,1.7121905848365082,0.011820921366627844,1100.96,1990,0.8069915707553295,0.05290946059914855,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1997,29,1.4327712175299978,0.9353268165040026,-0.24293975941983015,3.33,4,0.6592397937542489,1.643469589507933,-1.3139757909876864,1.4636746025084355,1244.49,1990,-0.43522919085856604,0.22327894354972652,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1995,21,0.11151739803571964,0.5136126752265343,0.5068570642594163,4.338,10,-0.7745537350068341,-0.2239946002155231,1.1210989251019712,1.0303963040776436,829.0,1990,0.9055556866012684,-0.004124121736865043,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2018,18,1.4598067742325207,-1.2453950588390503,-0.4490174578534118,2.33,0,0.8458715332736065,0.664189587579779,1.22977340821168,-1.2112618182037223,928.74,2010,1.4058859127525576,-0.40047237271370095,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2002,18,-1.1617701111798882,-1.3288260593050554,-1.6226124862209277,0.71,10,-1.5307008858429931,0.5661925754065598,1.0782561000298747,-0.6819195313208458,251.0,2000,1.2253414846792032,-0.6351131280766011,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2024,15,-0.8940308883516747,1.348469279651402,1.5849810684938603,2.619,10,-0.5455931473490658,1.0168408074425601,-0.6469513193367502,0.01033539577200793,657.71,2020,-0.12013692210662831,-0.09152939803061674,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004,2,-1.3728218764060367,1.5910601934542827,0.35899340493136583,1.593,7,-0.8095712366486103,-0.8161173920790579,1.1120427181761623,0.6025649328271244,776.0,2000,0.6289503583225067,-0.44798607124385353,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1999,24,-0.8530414959317203,-1.0684333849798715,0.6989633933076702,0.54,2,-0.7060579625646782,-0.6456578004819797,-0.5208610536774086,0.2594085204699375,140.36,1990,-0.7606472241276974,-0.5562041941717557,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2015,8,-0.04807959798240107,-1.0032016721378536,0.9632551308467835,4.248,1,0.7858415304591327,-1.6028539686809573,0.9768962455910115,-0.7477778326823264,1581.37,2010,0.1508361709809367,0.20009551193127595,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2008,8,-0.83734343074961,1.451664830704276,0.5790424727502751,0.477,5,1.0182653875100434,0.1845563237742351,-1.2077395174349264,-1.2617696884207972,205.93,2000,-1.0012688275738149,-0.5483322229214591,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2005,27,1.5635884273809164,0.3710370956630529,-0.09507610009178007,1.28,5,1.607021184344305,-0.8340605069840136,0.6041984990288697,-1.3301038657733106,177.43,2000,0.16460385700386143,-0.46220772712637476,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1998,16,-1.316134418803972,0.2819786021638287,0.24605816906663477,2.232,8,-1.6788518543274313,-1.0631802819242158,1.0726830496139919,1.2170773538015396,687.85,1990,0.4815735374861979,-0.3068590781988321,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,33,0.2205317395781518,0.16329191686719158,-0.18123287796796678,1.69,2,-1.2043839474668796,0.9795743380245755,0.6142996529076569,-1.1171785305444641,440.49,2020,0.9959843516154785,-0.46455464623014286,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2019,30,-0.3236678534016696,1.2949025026994345,-1.3117495173973892,2.88,9,0.17168842474182497,-0.0514646492063346,1.0176491767571523,-1.384077962377832,1018.44,2010,0.8908492947131442,-0.2510960550940915,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1994,13,0.3993152597077406,0.9408673504837284,0.23907248437397113,3.024,7,0.18823515628684015,-1.14944525742881,1.3133691644499175,0.047968710835711255,1438.48,1990,0.6586760440538216,-0.1862305036453504,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2019,16,-1.1260134071539702,-0.9589022457439027,1.2135754990005694,2.0160000000000005,5,-1.4179522267106803,-1.1066578295785312,0.7104347725816301,0.8570849847053268,524.89,2010,0.13644268104787918,-0.29419125715618694,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1991,11,1.205149272389399,-1.2989991039568007,-1.2698354092414066,2.41,4,1.6589702252414456,1.0085593697941193,1.7330895238960677,-1.0022978845605288,1067.25,1990,2.0141673134017806,-0.43844038399975416,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2024,24,-0.26698039579960486,0.04461765429248238,0.44864302515388477,1.872,8,-0.7172173861648047,1.255622259639277,-0.9583455113241846,-0.6299261355091509,925.79,2020,-0.2916071934830553,-0.23903686651194866,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
1998,24,1.18770697774261,0.4457100771700746,-0.15794726232575404,1.93,2,-0.5294312235143998,-0.5966592943953704,1.5610215923056958,-0.472460422479446,763.3,1990,1.131783800114328,-0.43718078459431364,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2022,24,-0.763213678500756,1.3756874633948528,0.9911978696174388,0.873,10,-0.5490564167422086,0.9650818221398036,0.9748063516850556,0.5832531000970669,118.24,2020,1.3132669340528815,-0.6130135344357166,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,12,-0.9411250838980053,-0.8832975600923083,0.3508434394565918,0.855,2,-1.4202610729727754,0.746313844260153,0.9539074126254964,-0.3318306661887659,351.14,2010,1.1953028969928217,-0.611420008306439,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2007,27,-0.4335543096764412,1.616638577903286,1.6047738417897413,1.584,1,0.9901744246545529,0.016857211393303918,1.4690662604436346,1.256196194459862,476.68,2000,1.3273475220308735,-0.505953803491991,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2002,24,-0.5547782574716257,-0.8255194804068721,0.6442421965484707,2.241,2,1.6027882995304639,1.14658333060147,0.23324233072169137,-0.518016540714455,600.91,2000,0.7293918858988445,-0.34060333663747316,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2007,32,1.0647388004827465,-1.0281340750466197,-1.1289574346060203,2.6,6,1.3168761707410153,0.22044255358414627,1.2795825463036294,-1.5737300632909677,308.77,2000,1.249434935219321,-0.3437143580152215,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
1992,21,-0.4527408337879092,0.4144669315220693,-0.10206178478444392,3.13,6,-0.11576293488902015,0.7124979738623519,0.944154574397702,0.25198089249683797,1307.17,1990,1.1712094464527034,-0.25102697906623617,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2016,5,-1.52805829876246,0.8562065005468872,0.005052047169734125,1.944,7,-1.033529324071839,-1.6180366043697658,1.1562788058522295,-0.07879613990518342,725.01,2010,0.30509683482870786,-0.3380195523367995,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2013,20,-0.4614619811113039,-0.49869008921268954,-1.6086411168356003,2.88,4,-0.3708904468505334,0.40953537989021693,-0.5532544092197256,0.21731862862237517,686.14,2010,-0.31132001665224296,0.04128332752899792,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2013,21,1.5121336581728881,0.6837791201912962,-0.9787652137137489,3.91,5,0.3179153546745172,0.506842272259399,1.5530103323328646,1.6176740891506942,1713.71,2010,1.6249172812990884,-0.19839530922664525,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2016,12,0.43943253739535576,-1.2923405250035875,1.5046456945282272,1.269,8,0.3256115088815011,1.0299530837192588,0.5428949444541625,-1.7044563156175148,575.19,2010,0.9546812935467044,-0.5319244507293134,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2008,4,-0.343726492245477,0.8602314624514416,1.0668761204546298,3.798,8,0.12858996118271576,-0.4565649741759092,-0.03670229879761696,1.3250255470105823,748.93,2000,-0.2399783708970872,0.2569258532674071,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1992,4,-1.5629428880560385,-0.7642506158597699,1.5442312411199886,2.4480000000000004,10,-1.6203610823543544,-0.6939661867645525,0.8107496800675148,0.4005334519588238,821.16,1990,0.41367381323677377,-0.2525546095408452,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,20,0.13680872527356383,-1.14533003371194,-0.8425443622068052,3.22,10,-0.5675271868389696,0.2949754924201158,-1.5337629667640522,1.6270824179166206,1036.85,1990,-1.2440807447053974,0.8798769456785913,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2023,11,1.3411991706343547,0.023051809026105947,1.633880861342507,3.249,9,0.5795845977119668,-1.3219752084379985,-0.004308943255299969,-1.6331510870757617,509.77,2020,-0.603257540729262,0.29093030271612647,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2014,18,0.7167650222793032,-1.6670843546726632,1.0284548546449785,1.809,5,-0.10575793441994127,0.7166386926865727,1.0124244419922628,1.3369097517675415,387.08,2010,1.2344156413761311,-0.4648066949129797,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1999,29,-1.213224880387916,-1.6221141012946199,0.05744468236471264,1.566,3,-1.4556633823249008,-1.0141817758376064,-0.08929796209750818,-0.7185624959881357,505.46,1990,-0.5400513458058346,-0.26349725971229954,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,11,0.7028111865618718,0.16027319543877616,1.250832484028109,0.747,10,-0.41360410269929354,-1.3951279076658942,-1.028705272824701,-0.22338729778151636,372.06,2020,-1.5566697978168034,-0.21890096789468988,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2003,4,1.1031118487056828,0.39437939016508167,-1.4794059500213204,3.87,6,0.9174457673985559,1.076881230393758,1.0305368558438808,-0.4818687512453716,1365.53,2000,1.4140213635842862,-0.173603492286039,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2012,19,-1.0501394254404375,0.633641014491356,-1.4596131767254394,2.44,5,0.47530170820733586,-1.3620021570721303,0.7264572925272921,1.477539508058221,740.12,2010,0.035062447606341834,-0.17597593998985198,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,31,0.04523667837792089,0.8769524461660401,0.7082776395645551,3.807,0,1.5239027189088794,1.5226986238015012,-0.49508569550395226,-0.8071988564671205,1627.44,2010,0.2456454633660779,0.07089779873109865,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2002,20,-0.4597177516466249,0.867759631939589,0.9341481112940176,1.053,2,-1.3613854932893492,0.8753662476150258,-1.5375944389249714,1.613217512366835,285.96,2000,-0.9843721220002254,-0.3155325489916803,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1991,2,-0.31756305027529336,1.02783882669911,-0.6271524175163384,4.79,6,-1.0558481712720922,0.9098722378168635,0.1559162562013218,1.471597405679742,916.03,1990,0.5526022812862874,0.17287842208376508,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2000,10,-0.7832723173445636,-0.25785077920160543,-0.5596241321539218,2.43,0,1.1548721246840064,-0.03766225312559958,-1.5651113753533912,-1.240972330096119,966.48,2000,-1.4230606630034195,0.7193347510735651,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2019,11,0.8179303312306803,-0.3342132508907853,1.3730819661497256,2.628,0,-1.5110756926151843,-1.1011368711462373,-0.01615167538905039,0.8016253625061859,548.31,2010,-0.5137675815802508,0.051830446271348855,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2008,29,0.49699210972975993,1.2762932652518355,-1.1988142815326583,1.97,6,-0.48133025972075094,-0.7691892454045587,1.4150773345397727,-0.9339637072080152,711.34,2000,0.9224523921748576,-0.4106174152881532,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1996,25,0.6766477445916881,-0.5244672372125349,0.39974323230523806,2.6910000000000003,9,-1.6969378167138434,0.9982075727335681,0.9688849856181808,1.1527045780346792,1201.22,1990,1.3229668946599427,-0.3379879852794186,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
2014,1,1.2147425344451335,-0.25599979363438763,-0.823915869693035,1.81,6,-0.887687201849496,1.293578848861299,-0.6246591176732202,0.5233369011140656,657.55,2010,0.02536248699928156,-0.3213213581229783,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2006,8,1.0019465397543057,0.06033239753094236,-0.03802634176835913,1.98,5,-0.2038839005589847,-1.6725560688886696,0.6815245735492397,-1.1498600936261012,910.87,2000,-0.14610778437714547,-0.24527197534501813,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2009,2,0.5344930432203566,-1.2114437598108203,-0.003097918305040118,0.8190000000000001,2,1.2241375125468605,0.09139015022927346,-0.794985471008629,0.3931058239857249,152.23,2000,-0.6727217747540187,-0.473457110205503,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2012,11,-1.4042180067702574,-0.3830966616760342,-0.5887311517066877,1.07,2,-0.9030795102634636,0.8891686436957611,0.05769124262139282,-0.4011551939376929,457.24,2010,0.4549768713055479,-0.5332731356991429,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1999,29,-0.3044813292902015,0.3824659998364783,-0.26389681349782146,2.31,10,0.47914978531082814,-0.6553194777384942,0.9246488979421131,-0.05106632880561297,904.02,1990,0.5335152620272322,-0.29972158701521956,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2011,9,-1.5420121344798914,-1.2735822148928568,-1.5387842699089624,0.95,7,1.0186501952203928,-1.5000261178794811,-0.7476145424736277,-1.1830368319059448,133.48,2010,-1.3517190172482638,-0.2140413278763573,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015,14,0.2859403445036111,-1.0330410502080358,-0.6003739595277939,2.19,7,-0.7937941205242937,1.5710070100840736,-0.7507493833325616,-1.3216858874037982,1000.69,2010,0.03787856520194019,-0.23494331714826425,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2023,21,-1.5568380849296624,-1.1194038130489632,-1.3059281134868361,2.48,10,0.45567651497952755,-0.529717673403805,-1.342537674369084,0.004393293393528272,1077.38,2020,-1.4462154076783387,0.7880130038751311,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2013,16,0.7167650222793032,-0.7673190281758961,1.5349169948631032,1.521,7,0.6896396028718351,0.788411152306395,-0.7152211869313106,0.34111242817403004,464.95,2010,-0.28503625242665914,-0.33533048561499795,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2020,4,0.13157603687952718,1.5439283864608306,0.8212128754292866,3.366,7,1.393068097390155,-0.24814879335680956,1.0723347339629996,-0.8468128723236503,1237.26,2020,0.8507978444646357,-0.16040443898033058,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2002,14,0.03302707212516844,0.9155249977513503,-1.2977781480120618,3.95,8,-1.4425799201730283,0.3646775926278278,1.4972798281740394,1.7290885087471835,1690.69,2000,1.5103951657447592,-0.17637478868709683,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
